 cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs , 
4,1,1,3,0,0,0,0,12,1,6,0,0,0,1,4,4,0, 
26,3,1,25,231,0,10,0,460,22,21,10,11,0,10,183,71,0, 
9,3,1,8,15,0,2,14,51,6,17,2,2,0,4,35,17,0, 
2,1,1,1,1,0,0,0,6,2,0,0,0,0,1,3,2,0, 
1,2,1,0,10,1,6,0,76,5,4,3,0,0,3,12,7,0, 
7,2,1,6,28,0,5,0,68,8,8,5,0,0,6,21,16,0, 
19,1,8,11,171,2,6,0,84,19,7,0,0,0,10,47,32,0, 
7,2,0,7,15,2,1,7,53,6,32,0,2,0,2,37,10,2, 
16,1,2,14,190,0,7,0,198,20,0,7,10,0,10,97,45,1, 
13,1,3,10,300,0,15,14,233,25,0,1,3,1,22,100,73,0, 
7,1,1,6,3,0,1,0,36,3,0,1,1,0,2,19,6,0, 
2,2,2,0,0,11,0,0,0,1,9,0,0,0,1,1,0,0, 
13,3,1,12,36,0,2,0,62,9,37,1,3,0,2,53,16,1, 
7,3,0,7,136,0,5,0,152,17,21,5,7,0,10,72,35,0, 
1,1,1,0,10,1,3,0,23,5,0,3,0,0,4,7,5,0, 
1,2,0,1,10,0,5,0,42,5,25,5,0,0,5,11,12,0, 
12,1,3,10,153,0,7,0,210,18,6,7,10,0,7,103,59,0, 
15,2,2,13,253,0,5,9,338,23,35,5,10,0,2,150,87,0, 
7,4,2,5,91,2,2,62,50,14,55,2,0,0,8,24,15,0, 
12,5,2,10,253,0,15,0,274,23,34,15,14,0,9,122,39,0, 
6,2,1,5,1,0,1,0,27,2,3,1,0,0,1,21,7,0, 
9,3,1,8,21,0,1,1,59,7,41,0,0,0,3,34,12,0, 
5,4,1,4,1,0,0,4,25,2,16,0,0,0,2,13,8,0, 
8,3,1,7,36,0,0,5,51,9,31,0,1,0,2,33,21,0, 
6,2,1,5,1,0,0,0,39,2,11,0,0,0,1,24,13,0, 
15,1,5,11,210,0,10,0,282,21,6,10,11,0,9,130,53,5, 
6,2,3,3,21,0,9,1,54,7,36,9,0,0,5,21,19,0, 
6,3,1,5,45,0,4,12,76,10,56,4,0,0,9,36,24,0, 
4,1,1,3,3,0,2,0,21,3,0,2,0,0,3,11,3,0, 
19,5,3,18,153,0,7,13,228,18,115,3,1,0,13,150,68,2, 
5,1,4,1,10,0,233,0,33,5,6,9,3,0,2,15,6,1, 
15,4,1,14,231,0,9,1,315,22,39,9,12,0,4,153,53,0, 
9,2,1,8,55,0,3,0,119,11,18,2,4,0,5,69,36,0, 
24,3,20,4,153,2,7,0,58,18,37,3,0,0,16,27,18,0, 
4,1,1,3,66,0,4,0,75,12,6,4,2,0,10,32,24,0, 
4,1,3,1,3,0,1,0,21,3,6,1,0,0,2,11,5,0, 
12,4,5,7,55,0,4,13,154,11,42,3,0,0,11,78,42,0, 
8,2,2,6,10,0,4,0,30,5,28,2,1,0,2,19,8,0, 
3,6,1,2,28,0,1,110,27,8,411,1,0,0,8,13,8,0, 
4,1,3,1,21,3,2,0,28,7,0,0,0,0,3,24,9,0, 
2,6,0,2,3,0,0,0,10,3,20,0,0,0,3,6,3,0, 
12,6,4,8,120,0,4,3,106,16,86,4,0,0,14,49,25,1, 
2,1,1,1,45,2,6,0,57,10,0,0,0,0,9,21,12,0, 
2,2,2,0,21,0,3,0,18,7,57,3,0,0,7,7,6,0, 
4,1,1,3,21,0,4,0,96,7,6,4,0,0,3,22,10,1, 
15,3,7,8,210,5,5,30,68,21,17,3,2,0,12,49,17,0, 
14,1,1,13,15,0,8,0,180,6,6,7,4,0,2,90,57,0, 
2,1,0,2,0,0,2,0,28,1,6,2,0,0,1,19,9,0, 
5,1,0,5,3,2,0,0,66,3,0,0,1,0,2,25,14,0, 
3,1,0,3,0,0,0,0,12,1,0,0,0,0,1,9,2,0, 
13,5,1,12,91,0,2,13,108,14,80,0,4,0,9,67,19,0, 
8,1,2,7,36,0,4,0,71,9,11,4,1,0,8,42,23,0, 
10,3,1,9,21,0,4,0,73,7,1,4,2,0,5,35,12,0, 
5,1,2,3,1,0,0,0,29,2,6,0,0,0,2,18,6,1, 
2,1,1,1,3,0,1,0,18,3,0,1,0,0,1,7,7,1, 
95,1,95,0,66,0,43,0,212,12,6,0,1,0,11,23,16,0, 
7,5,5,2,45,0,1,30,30,10,253,1,0,0,10,15,11,0, 
5,3,2,3,1,0,2,8,7,2,39,2,0,0,2,5,2,0, 
3,9,1,2,3,0,1,4,11,3,228,1,0,0,3,6,3,0, 
4,1,3,1,0,0,0,0,10,1,6,0,0,0,1,7,3,0, 
12,1,5,7,105,2,11,0,113,15,0,0,2,0,6,51,26,1, 
5,3,2,3,45,0,3,8,48,10,55,3,0,0,9,30,16,0, 
9,1,6,3,55,1,5,0,50,11,0,5,1,0,10,25,20,0, 
14,1,2,12,55,0,2,0,164,11,6,1,1,1,7,65,52,0, 
5,1,4,1,10,0,53,0,30,5,6,5,3,0,2,16,6,0, 
3,4,1,2,1,0,0,0,34,2,18,0,0,0,2,18,8,0, 
18,4,1,17,190,0,2,5,89,20,78,2,1,0,10,57,25,0, 
7,1,1,6,45,0,2,0,67,10,6,2,4,0,6,26,16,0, 
1,5,1,0,1,2,0,13,6,2,80,0,0,0,2,2,2,0, 
25,3,16,10,406,6,4,11,145,29,133,4,1,0,24,78,50,0, 
4,3,1,3,10,0,2,1,18,5,32,2,0,0,5,10,6,0, 
35,3,27,8,153,1,1,7,113,18,55,1,1,0,12,65,37,0, 
34,1,27,7,66,0,1,0,283,12,6,0,7,0,5,87,57,0, 
13,5,0,13,378,0,13,13,214,28,80,13,11,0,12,93,45,0, 
8,3,2,7,10,0,0,4,30,5,21,0,0,0,2,15,10,0, 
2,1,1,1,15,0,2,0,43,6,0,2,1,0,5,13,13,0, 
3,6,0,3,3,0,0,0,10,3,20,0,0,0,3,7,3,0, 
4,3,2,2,1,0,0,1,16,2,5,0,0,0,1,4,2,0, 
1,1,1,0,10,0,2,0,26,5,0,0,0,2,4,11,9,0, 
11,3,1,10,210,0,2,3,411,21,10,2,9,0,4,226,105,0, 
6,1,1,5,15,0,1,0,45,6,0,1,0,0,2,17,10,0, 
15,3,2,13,120,0,7,0,215,16,21,6,8,0,7,101,46,0, 
6,1,2,4,28,0,2,0,36,8,0,2,0,0,8,25,11,0, 
14,1,2,13,91,0,2,0,147,14,6,2,9,0,5,93,50,0, 
4,1,2,2,36,2,0,0,65,9,6,0,2,0,0,34,14,0, 
1,1,0,1,1,0,1,0,15,2,0,1,0,0,2,7,6,0, 
15,2,2,14,28,0,2,0,95,8,29,1,1,0,5,48,21,0, 
2,6,0,2,3,0,0,0,10,3,20,0,0,0,3,6,3,0, 
5,3,1,5,10,0,0,11,84,5,23,0,0,0,2,26,16,1, 
7,2,0,7,3,0,2,0,38,3,3,2,1,0,1,31,12,0, 
17,3,1,16,21,0,2,13,84,7,18,2,1,0,2,54,15,2, 
2,1,1,1,3,1,1,0,15,3,0,0,0,0,3,7,5,0, 
19,1,15,4,66,0,8,0,138,12,6,0,0,0,11,59,35,0, 
15,1,11,4,15,0,4,0,62,6,0,3,0,0,2,21,10,0, 
5,1,5,0,15,0,5,4,22,6,11,5,0,0,6,6,9,0, 
2,1,0,2,36,0,4,0,75,9,0,4,2,0,4,38,13,0, 
2,1,0,2,0,0,0,0,9,1,0,0,0,0,1,4,1,0, 
6,1,0,6,28,0,3,11,70,8,0,3,2,0,4,32,8,1, 
14,4,8,6,6,2,3,1,41,4,63,2,0,0,4,28,10,0, 
3,3,2,1,3,2,1,0,47,3,16,1,1,0,1,20,16,0, 
3,1,0,3,1,0,0,0,46,2,6,0,1,0,1,14,6,0, 
15,1,11,4,15,0,2,0,43,6,0,2,0,0,6,18,6,0, 
3,1,2,1,21,0,4,0,27,7,6,4,0,0,7,8,8,0, 
3,3,1,2,6,0,1,5,16,4,14,0,0,1,3,9,5,0, 
3,3,1,2,3,0,0,7,20,3,14,0,0,0,2,8,6,0, 
7,2,1,6,6,0,1,0,24,4,28,0,1,0,1,15,4,0, 
7,3,1,6,3,0,0,4,37,3,21,0,0,0,1,19,19,0, 
16,1,16,0,120,2,1,0,92,16,6,0,0,0,16,47,32,1, 
6,4,1,5,15,0,2,1,72,6,34,2,1,0,2,30,16,0, 
12,1,2,10,36,1,3,0,97,9,6,3,3,0,1,68,32,0, 
28,1,11,17,120,0,0,0,280,16,6,0,3,0,13,156,75,5, 
11,1,0,11,55,0,5,0,115,11,0,5,4,0,7,60,28,1, 
4,3,1,3,10,0,2,0,19,5,32,2,0,0,5,12,7,1, 
12,1,1,11,105,0,5,0,152,15,0,0,11,0,3,65,35,0, 
11,4,1,10,55,0,3,0,95,11,34,3,1,0,6,56,16,0, 
11,1,2,10,153,0,20,0,296,18,0,11,6,0,7,94,41,2, 
48,1,27,23,528,0,6,0,504,33,7,6,12,0,21,274,142,3, 
4,3,1,3,3,0,0,7,13,3,14,0,0,0,2,8,3,0, 
20,1,2,19,171,0,27,0,378,19,0,23,14,0,4,135,57,0, 
23,3,1,22,276,0,7,0,325,24,23,7,13,0,10,174,42,2, 
2,1,2,0,10,2,3,0,16,5,15,3,0,0,5,5,5,0, 
0,1,0,0,3,0,1,0,12,3,6,1,0,0,3,7,3,0, 
4,5,3,1,3,0,1,4,9,3,64,1,0,0,3,5,3,0, 
10,1,2,8,300,0,20,0,230,25,6,20,1,0,24,77,55,1, 
26,5,17,9,78,0,4,2,62,13,72,4,0,0,12,35,14,1, 
4,2,1,3,28,0,7,1,63,8,36,7,0,0,6,26,22,0, 
11,2,1,10,465,0,15,6,514,31,14,15,24,0,5,195,76,2, 
4,2,1,3,10,0,2,4,38,5,15,1,0,1,2,17,9,0, 
0,1,0,0,6,6,2,0,13,4,6,1,0,0,4,4,4,0, 
8,1,7,3,231,0,14,0,115,22,6,10,1,0,13,45,29,0, 
1,1,1,1,3,0,0,0,6,3,0,0,0,0,2,5,2,0, 
19,3,2,17,210,0,1,1,152,21,72,1,1,0,9,67,35,0, 
9,3,1,8,3,0,1,5,22,3,14,1,0,0,2,17,6,0, 
2,2,1,1,15,0,2,0,42,6,18,1,1,0,5,17,11,0, 
3,2,1,2,3,0,4,1,62,3,6,4,1,0,2,23,17,0, 
2,1,1,1,10,0,4,0,35,5,6,4,0,0,5,16,11,0, 
17,3,1,16,820,0,12,2,338,41,63,12,5,0,36,229,124,0, 
3,2,2,1,3,1,1,1,14,3,11,1,0,0,3,6,4,0, 
12,2,5,7,231,0,10,1,220,22,11,9,3,0,14,87,62,0, 
11,2,1,11,66,0,3,0,163,12,28,2,5,0,5,79,12,0, 
7,2,0,7,15,0,0,0,37,6,7,0,0,0,2,27,7,0, 
0,2,0,0,0,0,0,3,3,1,20,0,0,0,1,1,1,0, 
29,2,2,28,595,0,27,0,588,35,18,14,23,0,8,234,177,0, 
10,1,3,7,66,0,2,2,70,12,9,2,3,0,9,47,17,0, 
1,3,1,0,1,0,0,1,6,2,13,0,0,0,1,3,2,0, 
8,1,6,3,55,0,8,0,81,11,6,1,2,0,9,42,25,0, 
0,1,0,0,0,0,235,0,0,0,0,1,0,234,0,0,0,0, 
2,1,1,1,1,0,1,0,8,2,0,0,0,1,1,4,2,0, 
7,3,1,6,3,0,0,4,23,3,21,0,0,0,1,10,8,0, 
5,1,4,1,10,3,2,0,27,5,0,0,0,0,4,11,7,0, 
14,1,3,11,10,0,0,0,90,5,6,0,3,0,2,53,25,1, 
4,1,1,3,10,0,6,0,84,5,0,6,1,0,1,25,8,0, 
21,2,1,20,36,0,5,12,115,9,11,5,2,0,3,86,29,3, 
1,2,0,1,3,0,0,0,9,3,6,0,0,0,3,5,3,0, 
145,1,137,10,465,28,3,0,358,31,0,3,3,0,20,124,97,0, 
46,1,3,43,231,1,6,0,440,22,0,6,11,0,2,258,115,2, 
6,2,1,5,21,2,7,0,40,7,8,1,0,0,5,21,11,0, 
5,4,1,4,55,10,1,62,30,11,312,1,0,0,10,18,9,0, 
3,1,1,2,28,0,1,0,29,8,0,1,0,0,8,18,9,0, 
2,2,1,1,1,0,0,0,7,2,29,0,0,0,2,4,3,0, 
41,3,28,13,528,3,3,14,381,33,195,3,1,0,27,139,96,0, 
8,3,1,7,3,0,0,6,27,3,17,0,0,0,2,15,8,0, 
10,3,0,10,91,0,3,0,125,14,21,2,2,0,11,63,32,0, 
2,1,1,1,15,0,2,0,54,6,0,2,1,0,2,23,10,0, 
2,1,2,0,3,0,3,0,11,3,12,3,0,0,3,3,3,0, 
3,5,2,1,21,0,1,30,22,7,253,1,0,0,7,8,7,0, 
5,2,2,3,21,0,10,0,110,7,4,7,1,0,2,28,16,2, 
7,4,1,6,10,0,7,2,92,5,47,7,0,0,5,31,10,0, 
15,1,4,12,21,0,2,0,98,7,6,1,4,0,3,67,29,0, 
11,1,1,10,6,0,20,0,216,4,0,20,0,0,4,51,57,0, 
10,2,2,8,3,0,2,0,30,3,11,2,1,0,2,20,10,0, 
25,1,1,24,45,0,4,0,128,10,6,4,6,0,3,74,46,0, 
18,1,17,1,21,9,2,0,25,7,0,2,0,0,4,14,6,0, 
12,4,1,11,55,0,1,3,106,11,51,0,2,0,3,52,20,0, 
33,3,25,8,465,2,4,0,150,31,32,3,0,0,14,61,39,0, 
10,1,1,9,55,0,8,0,145,11,6,8,7,0,4,61,29,0, 
2,3,1,1,1,0,0,0,6,2,14,0,0,0,2,3,2,0, 
10,3,1,9,45,0,3,0,109,10,21,3,0,0,10,50,18,0, 
9,1,1,9,45,0,2,0,151,10,0,2,4,0,5,72,44,1, 
1,1,0,1,0,0,0,0,3,1,6,0,0,0,1,2,1,0, 
5,8,3,2,3,0,1,4,8,3,160,1,0,0,3,6,2,0, 
21,4,19,2,55,2,1,0,63,11,5,1,0,0,10,36,16,0, 
5,2,1,4,1,0,0,1,20,2,3,0,0,0,2,10,5,0, 
2,6,0,2,1,0,0,0,7,2,20,0,0,0,2,5,2,0, 
1,1,1,0,15,0,2,0,15,6,6,2,0,0,5,6,5,0, 
2,1,1,1,28,0,6,0,44,8,11,6,0,0,8,18,11,0, 
2,1,1,2,1,0,0,0,10,2,6,0,0,0,2,4,4,0, 
4,1,1,3,21,0,5,0,55,7,0,5,0,0,3,19,8,0, 
1,1,1,0,78,0,4,0,57,13,6,3,0,1,13,36,18,1, 
22,5,1,21,231,0,4,2,197,22,72,4,6,0,5,128,45,0, 
7,2,1,6,21,0,0,0,87,7,29,0,3,0,2,35,23,0, 
84,2,81,4,91,39,1,0,50,14,7,1,0,0,12,29,17,0, 
3,1,0,3,10,0,1,0,27,5,0,0,1,0,3,15,5,0, 
6,3,1,5,28,0,0,1,45,8,30,0,0,0,1,37,17,0, 
6,1,1,5,15,0,1,0,27,6,0,1,0,0,2,16,10,0, 
3,2,1,2,3,0,0,5,9,3,21,0,0,0,3,5,3,0, 
2,1,1,1,0,0,0,0,10,1,6,0,0,0,1,9,5,0, 
0,1,0,0,10,0,2,0,22,5,0,2,0,0,3,9,5,0, 
11,1,2,9,28,0,2,0,124,8,0,2,5,0,3,50,23,0, 
8,1,1,7,28,0,1,0,24,8,13,1,0,0,8,15,8,0, 
0,3,0,0,1,0,0,3,6,2,33,0,0,0,2,2,2,0, 
14,2,4,10,120,2,1,0,155,16,18,0,4,0,5,81,47,0, 
6,1,0,6,45,0,3,0,40,10,6,3,0,0,10,20,14,0, 
6,1,1,5,28,0,3,0,40,8,0,0,1,3,6,25,10,1, 
3,1,1,2,15,0,4,0,52,6,0,4,0,0,2,19,10,0, 
1,2,1,0,1,0,1,1,8,2,10,1,0,0,2,4,3,0, 
4,3,0,4,36,0,4,0,88,9,23,4,4,0,5,41,20,0, 
6,1,5,1,15,3,2,0,26,6,0,2,0,0,5,15,7,0, 
13,5,1,12,153,0,2,13,240,18,80,0,7,0,9,108,26,0, 
25,2,19,6,45,6,4,2,46,10,12,3,0,0,10,21,12,0, 
5,2,1,4,1,0,0,2,14,2,4,0,0,0,2,10,3,0, 
6,1,0,6,28,0,4,0,110,8,0,4,6,0,2,40,17,0, 
0,1,0,0,6,1,0,0,12,4,10,0,0,0,4,4,4,0, 
2,2,1,1,1,0,0,1,7,2,5,0,0,0,2,5,2,0, 
4,9,2,2,3,0,1,4,11,3,228,1,0,0,3,6,3,0, 
9,2,2,7,36,0,2,0,44,9,31,2,0,0,8,34,15,0, 
4,1,1,3,10,1,1,0,37,5,0,0,1,0,4,13,6,0, 
7,1,1,6,15,0,8,0,50,6,0,8,0,0,6,30,10,1, 
13,1,1,12,6,0,0,0,63,4,6,0,3,0,1,45,13,0, 
44,5,3,42,1540,0,15,2,1087,56,71,15,29,0,15,440,257,1, 
16,3,8,8,666,0,11,6,189,37,34,8,0,0,35,81,69,0, 
5,1,3,2,36,0,2,0,84,9,6,0,1,1,4,36,33,0, 
6,1,3,3,28,3,1,0,72,8,0,1,2,0,3,26,16,0, 
10,1,3,7,3,0,0,0,35,3,0,0,0,0,3,17,10,0, 
3,1,1,2,10,0,4,0,66,5,0,4,1,0,4,14,12,0, 
8,3,2,7,10,0,0,4,41,5,21,0,0,0,2,20,14,0, 
2,5,1,1,3,0,1,92,10,3,88,1,0,0,3,4,3,0, 
1,2,1,0,3,0,1,0,15,3,4,1,0,0,2,5,3,0, 
8,1,2,6,36,0,1,0,127,9,6,1,2,0,7,73,34,1, 
3,1,0,3,28,0,1,2,33,8,9,1,0,0,8,24,11,0, 
4,1,1,3,3,0,3,0,32,3,0,3,0,0,3,14,8,0, 
6,1,0,6,6,0,1,0,62,4,6,1,1,0,3,31,6,0, 
6,1,4,2,231,4,7,0,139,22,16,7,9,0,11,66,40,0, 
2,5,0,2,28,0,1,30,58,8,251,1,0,0,7,34,22,0, 
2,1,0,2,0,0,0,0,7,1,0,0,0,0,1,4,1,0, 
2,1,0,2,10,0,1,0,30,5,6,1,1,0,4,13,11,0, 
6,1,6,0,55,2,2,0,33,11,0,1,0,0,11,18,11,0, 
3,6,1,2,6,0,1,4,14,4,67,1,0,0,4,9,6,0, 
7,6,1,6,10,0,0,8,98,5,103,0,0,0,2,54,29,0, 
6,2,2,4,28,0,6,0,101,8,18,5,4,0,3,35,18,0, 
15,2,5,10,120,1,7,2,109,16,11,7,2,0,11,52,41,0, 
21,2,1,20,120,0,8,1,238,16,12,7,13,0,3,122,46,1, 
2,1,1,2,28,0,1,0,25,8,6,1,0,0,8,12,9,0, 
4,1,1,4,21,0,2,0,65,7,8,2,1,0,6,39,19,0, 
5,1,1,4,10,0,6,0,27,5,0,5,1,0,4,21,5,0, 
14,1,5,9,10,0,2,0,106,5,0,2,0,0,5,46,40,0, 
3,2,2,1,28,0,5,4,85,8,18,5,0,0,6,22,14,0, 
24,5,2,23,105,0,1,2,176,15,72,1,4,0,6,117,43,1, 
6,1,1,5,3,0,1,0,89,3,0,1,1,0,1,14,3,0, 
16,1,7,9,78,0,4,0,76,13,30,2,1,0,12,50,27,0, 
7,4,3,4,10,2,2,9,23,5,48,1,0,0,3,14,7,0, 
12,4,4,8,45,1,3,1,53,10,63,3,1,0,8,30,14,1, 
15,2,5,10,120,3,0,5,122,16,50,0,1,0,1,87,38,0, 
8,1,2,6,10,0,1,0,46,5,6,1,2,0,3,23,10,0, 
23,3,1,22,378,0,17,0,374,28,21,15,20,0,8,199,68,0, 
8,1,4,4,15,0,1,0,156,6,6,1,1,0,1,49,48,0, 
22,3,1,21,1485,0,3,6,945,55,30,3,45,0,3,494,286,0, 
12,1,3,9,10,0,0,0,79,5,6,0,3,0,2,47,29,1, 
2,6,0,2,1,0,0,0,7,2,20,0,0,0,2,5,2,0, 
5,2,2,3,78,2,3,0,109,13,6,1,0,0,9,40,21,0, 
22,4,21,1,36,22,1,1,23,9,63,0,0,0,1,12,9,0, 
2,1,1,1,10,0,0,0,31,5,6,0,3,0,2,15,8,0, 
17,5,2,15,171,0,8,0,396,19,34,8,13,0,6,105,49,0, 
2,1,1,1,28,2,4,0,28,8,6,0,1,0,0,16,4,0, 
3,2,1,3,15,0,3,4,39,6,13,3,1,0,1,18,8,0, 
2,2,1,1,1,0,0,0,7,2,29,0,0,0,2,4,3,0, 
19,1,17,2,28,0,0,0,97,8,6,0,0,0,8,40,33,0, 
12,2,2,10,10,0,0,1,65,5,4,0,1,0,3,37,5,0, 
13,5,1,12,10,0,4,2,165,5,55,4,1,0,3,33,13,0, 
6,2,1,5,3,0,0,5,25,3,12,0,0,0,2,13,3,0, 
8,2,0,8,28,0,1,1,92,8,13,1,5,0,1,70,22,1, 
2,2,0,2,15,0,4,4,70,6,13,4,1,0,1,21,14,0, 
8,1,5,7,28,0,6,0,118,8,6,6,2,0,3,35,13,0, 
11,1,10,1,6,0,30,0,21,4,6,0,0,0,4,13,6,0, 
5,3,0,5,3,0,1,5,33,3,14,0,0,1,2,18,9,0, 
3,1,0,3,36,0,7,0,80,9,0,7,3,0,6,26,17,0, 
2,1,0,2,21,2,1,0,20,7,0,1,0,0,1,14,8,0, 
0,1,0,0,1,2,1,0,22,2,0,0,0,0,2,4,3,0, 
2,1,1,1,1,0,1,0,20,2,0,0,0,1,1,4,6,0, 
9,7,4,6,66,2,3,4,57,12,115,3,1,0,9,37,20,0, 
49,1,29,21,210,0,9,0,351,21,6,3,10,0,11,156,101,1, 
7,2,1,6,36,0,11,0,134,9,4,8,3,0,5,49,28,0, 
16,5,8,8,55,2,4,2,71,11,71,3,1,0,10,37,20,0, 
1,1,1,0,1,0,0,0,31,2,6,0,1,0,1,11,8,0, 
4,3,2,2,1,0,1,5,19,2,28,1,0,0,2,8,5,0, 
3,3,3,0,1,3,1,0,6,2,14,1,0,0,2,2,2,0, 
9,1,2,7,55,0,10,0,169,11,6,3,1,0,2,72,50,0, 
24,1,5,19,36,0,0,0,116,9,6,0,0,0,9,81,38,0, 
7,1,4,3,253,2,8,0,113,23,0,1,3,0,8,57,34,0, 
6,3,1,5,153,0,4,15,138,18,36,4,9,0,9,95,43,0, 
13,1,4,9,28,0,4,0,79,8,0,4,2,0,2,39,16,0, 
12,2,6,7,66,0,1,0,51,12,17,1,5,0,7,33,17,0, 
3,1,2,2,6,0,1,0,11,4,9,0,0,1,4,6,4,0, 
7,2,1,6,21,0,0,0,105,7,29,0,3,0,2,41,34,0, 
5,3,1,4,21,0,3,0,27,7,34,3,0,0,7,14,9,0, 
2,1,0,2,1,0,1,0,23,2,6,1,1,0,1,9,4,0, 
5,1,1,5,55,0,7,0,111,11,6,6,6,0,3,52,35,1, 
5,1,1,4,1,0,2,0,11,2,0,2,0,0,2,7,2,0, 
5,1,0,5,0,0,0,0,46,1,0,0,0,0,1,15,2,1, 
12,5,1,11,78,0,16,13,134,13,80,8,3,0,7,93,53,0, 
12,1,2,12,105,0,6,0,196,15,6,5,7,0,5,109,33,1, 
16,3,2,14,78,0,1,0,101,13,21,1,5,0,7,66,18,0, 
17,5,3,14,36,0,4,2,149,9,55,4,3,0,5,80,28,1, 
2,1,0,2,21,0,5,0,43,7,0,5,0,0,4,15,9,0, 
12,1,1,11,15,0,5,0,76,6,0,5,2,0,4,43,16,0, 
3,1,1,2,1,0,2,0,10,2,0,2,0,0,2,7,2,0, 
8,1,8,0,55,0,11,0,30,11,6,5,0,0,11,11,10,0, 
9,1,1,9,105,0,2,0,292,15,6,0,7,0,3,101,80,0, 
34,2,26,8,105,1,1,7,85,15,41,1,1,0,9,44,27,0, 
27,1,6,21,105,0,2,0,307,15,6,2,7,0,8,204,94,2, 
9,1,4,5,55,0,14,0,202,11,0,12,6,0,3,68,38,2, 
35,2,22,14,66,2,1,14,316,12,9,1,4,0,7,122,101,2, 
8,1,3,5,6,0,3,0,30,4,13,1,0,2,4,14,14,0, 
2,3,0,2,6,0,2,0,17,4,1,2,0,0,4,9,4,0, 
4,1,1,3,1,0,0,0,38,2,7,0,0,0,2,15,3,0, 
3,1,1,3,6,0,3,0,37,4,0,3,1,0,3,13,21,0, 
7,2,1,6,105,0,5,7,162,15,20,5,3,0,3,51,28,1, 
8,3,2,7,10,0,0,4,39,5,21,0,0,0,2,19,13,0, 
5,1,2,3,1,0,1,0,67,2,6,0,0,0,2,16,21,0, 
2,2,1,1,45,0,0,1,55,10,11,0,1,0,9,21,16,0, 
2,3,1,1,6,0,2,1,30,4,13,2,0,0,3,5,6,0, 
8,1,1,7,21,0,1,0,39,7,12,1,0,0,7,16,7,0, 
13,1,1,12,36,0,3,0,84,9,6,2,7,0,2,62,30,0, 
5,2,1,4,45,0,7,0,84,10,6,7,0,0,10,34,19,2, 
11,3,0,11,231,0,5,0,276,22,21,5,7,0,15,107,54,0, 
3,1,0,3,1,0,0,0,33,2,6,0,1,0,1,23,7,0, 
7,2,1,6,21,0,4,0,85,7,8,4,1,0,5,42,19,0, 
4,2,0,4,6,0,0,2,37,4,9,0,0,0,1,26,8,0, 
12,4,4,9,21,1,2,1,71,7,64,2,1,0,6,53,21,0, 
18,3,1,17,120,0,12,0,250,16,21,12,9,0,5,101,32,0, 
5,2,1,4,3,0,0,5,25,3,12,0,0,0,2,13,3,0, 
3,1,2,2,10,0,1,0,20,5,6,1,0,0,5,9,5,0, 
2,6,0,2,3,0,0,0,10,3,20,0,0,0,3,6,3,0, 
12,4,4,8,45,1,3,1,53,10,63,3,1,0,8,30,14,0, 
14,3,11,3,120,8,2,0,50,16,17,2,1,0,14,31,14,0, 
28,4,2,27,435,0,4,0,349,30,72,4,15,0,10,150,89,1, 
6,8,4,2,6,0,1,2,11,4,219,1,0,0,4,7,3,0, 
7,1,1,6,190,1,0,0,370,20,6,0,3,0,0,218,101,0, 
8,5,2,6,66,0,4,1,84,12,76,4,1,0,11,39,17,0, 
1,1,0,1,0,0,0,0,3,1,6,0,0,0,1,2,1,0, 
12,5,0,12,66,0,7,13,85,12,80,1,1,0,9,40,15,0, 
8,5,0,8,28,0,0,7,96,8,40,0,4,0,1,50,26,0, 
3,1,1,2,1,0,0,0,37,2,7,0,0,0,2,14,4,0, 
3,1,3,0,0,0,3,0,10,1,0,0,0,0,1,7,1,0, 
8,3,0,8,6,0,1,5,31,4,14,1,1,0,2,16,9,0, 
35,2,1,35,153,0,18,0,402,18,6,18,5,0,11,132,53,0, 
17,1,4,13,253,2,5,0,250,23,30,3,6,0,10,140,65,0, 
7,1,1,7,6,0,0,0,40,4,0,0,3,0,0,23,13,1, 
1,2,1,0,55,0,1,0,29,11,7,1,0,0,11,13,11,0, 
7,2,1,6,6,0,1,0,23,4,28,0,1,0,1,15,4,0, 
3,1,1,2,1,0,0,0,27,2,7,0,0,0,2,10,2,0, 
10,2,0,10,21,0,12,0,83,7,8,8,0,0,6,37,12,0, 
5,3,2,3,15,1,2,6,26,6,39,1,0,0,4,15,8,0, 
5,2,0,5,0,0,0,1,23,1,14,0,0,0,0,16,3,1, 
12,3,0,12,231,0,1,1,116,22,72,1,1,0,8,61,33,1, 
9,1,9,0,15,1,2,0,18,6,6,2,0,0,5,9,5,0, 
14,3,1,13,171,0,3,5,355,19,65,1,16,2,2,273,137,2, 
15,3,5,10,171,0,4,10,152,19,76,4,1,0,17,87,46,0, 
13,2,0,13,190,0,1,1,140,20,69,0,4,0,8,55,28,0, 
24,7,3,21,741,2,6,2,185,39,101,6,0,0,37,92,84,0, 
6,1,3,3,136,0,1,0,142,17,6,1,5,0,12,58,34,1, 
3,1,1,2,3,0,3,0,16,3,0,3,0,0,3,8,3,0, 
8,2,3,5,190,1,13,1,171,20,13,11,1,0,1,64,29,2, 
1,3,1,0,1,0,0,1,6,2,5,0,0,0,1,2,2,0, 
