 cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs , 
6,1,5,1,66,0,7,0,41,12,9,7,0,0,12,14,13,0, 
3,3,3,0,3,0,2,0,11,3,50,2,0,0,3,3,3,0, 
4,1,1,3,15,0,3,0,24,6,0,2,2,0,4,14,7,0, 
3,1,3,0,3,0,2,0,10,3,11,2,0,0,3,3,3,0, 
1,1,0,1,3,0,0,0,8,3,9,0,0,0,3,4,3,0, 
4,2,1,3,6,0,1,0,18,4,7,1,0,0,3,9,4,0, 
22,1,10,12,561,0,17,0,191,34,18,17,0,0,34,51,49,0, 
1,2,1,0,15,0,2,1,23,6,28,2,0,0,5,7,7,0, 
2,1,1,1,15,0,2,0,15,6,9,2,0,0,6,11,5,0, 
5,2,0,5,10,0,1,4,18,5,17,1,0,0,5,10,6,0, 
6,2,2,4,1,2,0,0,13,2,7,0,0,0,0,9,3,0, 
1,3,0,1,0,0,0,1,3,1,21,0,0,0,1,3,1,0, 
0,1,0,0,0,0,7,0,2,1,0,1,1,6,0,1,1,0, 
7,1,6,1,10,0,1,0,25,5,9,1,0,0,5,15,7,0, 
0,1,0,0,0,0,22,0,3,1,0,1,0,21,1,2,1,0, 
0,1,0,0,1,1,0,0,5,2,9,0,0,0,2,2,2,0, 
1,1,0,1,6,0,2,0,22,4,9,2,0,0,4,7,7,0, 
5,1,4,1,120,1,6,0,54,16,9,4,0,0,11,22,15,0, 
9,2,7,3,15,0,0,1,59,6,23,0,0,0,5,25,18,0, 
9,1,0,9,105,0,15,0,265,15,0,14,6,0,8,70,21,1, 
5,1,1,4,15,0,4,0,116,6,0,4,2,0,2,32,11,0, 
0,1,0,0,0,0,14,0,3,1,0,1,0,13,1,2,1,0, 
3,1,0,3,3,0,1,0,44,3,9,1,0,0,3,12,7,0, 
1,1,1,0,21,0,1,0,21,7,9,1,0,0,7,7,7,0, 
15,1,7,8,28,0,10,0,294,8,9,10,3,0,5,116,96,0, 
1,1,0,1,0,0,0,0,66,1,9,0,0,0,1,8,3,0, 
0,1,0,0,0,0,2,0,3,1,9,1,0,1,1,2,1,0, 
9,1,8,1,45,0,4,0,55,10,9,4,0,0,9,14,21,0, 
1,1,1,0,36,0,3,0,69,9,9,3,1,0,8,19,15,0, 
1,1,0,1,10,2,1,0,19,5,0,1,0,0,5,9,5,0, 
4,1,0,4,3,0,0,0,37,3,0,0,0,0,3,13,13,0, 
2,2,0,2,3,0,0,0,12,3,12,0,0,0,2,7,2,0, 
0,1,0,0,0,6,1,0,3,1,25,1,0,0,1,1,1,0, 
0,1,0,0,0,0,15,0,3,1,0,1,0,14,1,2,1,0, 
8,3,1,7,6,0,3,4,39,4,43,2,0,0,4,20,10,0, 
1,1,1,1,1,0,1,0,11,2,0,0,0,0,2,6,3,0, 
4,1,4,0,10,0,4,0,23,5,18,4,0,0,4,7,6,0, 
4,2,4,0,0,0,1,0,3,1,23,1,0,0,1,1,1,0, 
3,1,0,3,1,0,1,0,25,2,0,1,0,0,2,13,6,0, 
4,1,2,2,253,0,25,0,671,23,1,25,15,0,8,104,64,3, 
3,1,2,1,1,0,0,0,7,2,0,0,0,0,2,5,3,0, 
16,1,0,16,6,0,1,0,59,4,11,1,0,0,4,36,5,1, 
0,1,0,0,15,0,4,0,38,6,0,3,0,1,2,13,8,0, 
3,1,2,1,6,0,2,0,42,4,0,2,1,0,3,10,10,0, 
2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0, 
4,1,1,3,10,0,3,0,20,5,0,2,1,0,4,12,6,0, 
7,1,3,4,6,2,1,0,33,4,9,0,0,1,2,9,4,0, 
12,2,1,11,276,1,11,13,346,24,95,6,0,0,8,84,34,0, 
13,4,1,13,36,0,5,4,69,9,45,4,1,0,7,39,15,0, 
2,2,2,0,1,0,2,0,7,2,26,2,0,0,2,2,2,0, 
3,3,2,1,21,0,1,0,31,7,24,0,0,0,6,15,10,0, 
18,2,5,15,78,2,7,1,191,13,19,7,1,0,8,88,34,4, 
1,1,0,1,36,0,1,0,32,9,0,1,0,0,9,10,10,0, 
8,2,1,7,10,0,0,0,86,5,12,0,1,0,4,49,17,1, 
0,3,0,0,0,0,0,8,3,1,29,0,0,0,1,1,1,0, 
4,2,0,4,120,0,8,0,93,16,35,8,0,0,16,43,46,0, 
10,1,5,5,28,0,6,0,43,8,0,5,0,0,8,21,14,0, 
6,1,6,0,3,0,2,0,9,3,18,2,0,0,2,4,3,0, 
1,1,0,1,21,0,5,0,25,7,9,4,0,0,7,14,7,0, 
0,1,0,0,3,0,1,0,29,3,0,0,0,0,2,4,3,0, 
15,1,12,4,66,0,10,0,69,12,0,6,1,0,11,29,16,2, 
5,1,1,4,1,0,4,0,64,2,9,0,0,0,2,20,13,0, 
12,1,3,9,36,0,2,0,77,9,9,2,2,0,7,52,12,0, 
2,1,2,0,1,0,2,0,13,2,0,1,0,0,2,5,3,0, 
5,1,4,1,3,0,2,0,26,3,0,1,0,0,3,11,8,0, 
10,1,1,9,6,0,0,0,69,4,10,0,1,0,3,30,8,0, 
5,1,2,3,45,2,4,0,79,10,9,4,1,0,6,36,23,0, 
8,3,0,8,36,1,7,8,165,9,28,7,1,0,1,64,34,0, 
7,2,5,2,15,0,3,0,55,6,37,3,0,0,6,24,11,0, 
27,1,5,22,190,0,23,0,527,20,0,17,6,0,14,182,41,0, 
3,2,1,2,1,0,2,0,31,2,6,2,0,0,2,8,7,1, 
2,3,0,2,6,0,0,5,20,4,32,0,0,0,4,11,5,0, 
2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,1, 
0,1,0,0,231,0,10,0,75,22,9,10,0,0,22,22,22,0, 
10,3,1,9,36,0,1,18,180,9,119,0,1,0,3,72,21,0, 
1,1,0,1,0,0,0,0,32,1,9,0,0,0,1,9,3,0, 
44,2,6,40,496,0,11,0,374,32,36,7,2,0,29,227,81,0, 
1,1,0,1,1,0,2,0,8,2,9,2,0,0,2,4,2,0, 
7,1,4,3,21,0,3,0,58,7,0,3,0,0,7,29,11,0, 
5,1,2,3,6,0,2,0,18,4,9,2,0,0,4,9,4,0, 
3,2,1,2,21,0,0,0,45,7,45,0,3,0,3,29,13,0, 
2,1,1,1,1,0,2,0,9,2,9,2,1,0,1,3,2,0, 
1,2,1,1,3,0,2,9,11,3,30,2,0,0,3,8,3,0, 
12,1,7,6,78,0,6,0,82,13,9,6,0,0,13,39,20,0, 
14,1,8,6,210,0,11,0,186,21,9,11,3,0,18,69,41,0, 
0,1,0,0,0,0,115,0,3,1,0,1,0,114,1,2,1,0, 
10,1,4,6,36,0,5,0,75,9,0,3,0,0,9,31,15,1, 
9,2,0,9,28,0,0,0,115,8,16,0,1,0,7,43,18,0, 
2,1,1,1,0,0,0,0,4,1,0,0,0,0,1,2,1,0, 
5,4,1,4,1,0,0,1,6,2,33,0,0,0,2,9,4,0, 
5,1,0,5,3,0,3,0,48,3,0,3,1,0,0,26,10,0, 
3,1,1,2,10,0,2,0,24,5,9,2,0,0,5,15,7,0, 
2,1,0,2,1,0,0,0,53,2,0,0,0,0,2,12,8,0, 
2,1,0,2,15,0,4,0,97,6,0,0,1,0,2,28,17,0, 
1,2,1,0,136,0,0,1,64,17,27,0,0,0,17,17,16,0, 
6,3,0,6,10,0,1,1,36,5,22,1,0,0,2,20,9,0, 
6,2,4,2,10,2,3,0,34,5,1,1,1,0,4,14,6,0, 
26,1,4,22,78,0,104,0,512,13,51,103,4,1,9,285,156,1, 
14,1,6,8,91,0,15,0,195,14,9,6,6,0,8,77,48,0, 
6,1,3,3,15,0,2,0,35,6,9,2,0,0,6,15,5,0, 
9,1,8,1,6,0,2,0,30,4,9,1,0,0,4,12,8,0, 
2,1,0,2,136,0,4,0,71,17,9,4,2,0,15,38,19,0, 
0,1,0,0,0,0,11,0,3,1,0,1,0,10,1,2,1,0, 
2,1,0,2,0,0,0,0,18,1,0,0,0,0,1,8,4,0, 
74,1,70,4,351,7,1,0,72,27,9,1,0,0,27,41,19,0, 
6,3,1,5,6,0,1,4,41,4,43,1,0,0,4,18,10,0, 
8,2,1,7,6,0,1,1,65,4,19,1,2,0,2,44,15,0, 
3,1,2,1,1,0,0,0,11,2,9,0,0,0,2,6,3,0, 
5,1,3,3,45,0,1,0,53,10,0,1,3,0,5,25,13,0, 
19,1,4,15,6,1,3,0,99,4,9,2,0,0,3,54,17,0, 
6,2,1,5,120,0,3,1,71,16,17,2,1,0,14,37,25,1, 
10,1,0,10,55,0,2,1,166,11,226,2,0,0,9,64,32,0, 
5,3,1,4,15,0,0,8,106,6,28,0,0,0,2,36,23,0, 
3,3,1,2,21,0,2,5,25,7,32,2,0,0,6,9,7,0, 
2,1,2,0,28,0,4,0,21,8,18,4,0,0,8,8,7,0, 
0,3,0,0,0,0,0,1,3,1,28,0,0,0,1,1,1,0, 
259,1,217,47,2080,0,43,0,685,65,0,41,6,1,59,260,112,1, 
1,1,1,0,6,0,5,0,23,4,0,3,1,1,1,10,6,0, 
2,1,1,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1, 
6,3,6,0,105,1,6,0,0,15,58,0,0,0,15,15,0,0, 
1,1,1,0,1,0,0,0,15,2,0,0,0,0,2,5,2,0, 
2,1,1,1,21,0,3,7,23,7,34,3,0,0,7,8,7,0, 
7,3,0,7,3,0,1,0,46,3,9,1,0,0,2,24,13,0, 
5,1,1,5,10,0,3,0,79,5,0,2,1,0,4,42,14,0, 
1,2,1,0,6,0,0,0,9,4,22,0,0,0,1,5,3,0, 
8,1,5,3,21,0,2,0,45,7,9,2,0,0,7,19,10,0, 
3,1,0,3,6,0,9,0,34,4,9,3,2,0,2,19,7,0, 
4,1,0,4,6,2,2,0,67,4,0,2,0,0,4,17,8,0, 
2,4,1,1,1,0,0,1,6,2,29,0,0,0,1,3,2,0, 
3,1,0,3,3,0,0,0,12,3,0,0,1,0,1,11,3,0, 
6,1,1,5,15,2,3,0,66,6,0,2,1,0,4,32,18,0, 
4,1,3,1,3,0,2,0,12,3,9,2,1,0,2,4,3,1, 
0,1,0,0,6,0,1,0,30,4,0,1,0,0,4,13,8,0, 
6,1,0,6,15,0,1,0,89,6,18,1,4,0,2,28,24,0, 
4,1,1,3,1,0,1,0,9,2,9,1,0,0,2,8,2,0, 
3,1,3,0,3,0,3,0,10,3,18,3,0,0,3,3,3,0, 
7,1,1,7,1,0,2,0,24,2,9,0,0,0,2,20,5,0, 
2,2,0,2,6,0,0,0,12,4,17,0,0,0,0,6,4,0, 
1,1,0,1,1,0,1,0,11,2,18,1,0,0,2,4,4,0, 
1,2,1,0,6,0,0,0,10,4,22,0,0,0,1,5,3,0, 
0,1,0,0,0,0,4,0,3,1,0,1,0,3,1,2,1,0, 
10,2,3,7,15,0,1,8,60,6,25,0,1,0,5,32,15,0, 
6,2,1,5,3,0,2,1,22,3,2,1,0,0,3,10,4,0, 
9,1,3,6,276,3,4,0,219,24,22,4,1,0,17,112,51,0, 
4,1,4,0,1,2,0,0,3,2,0,0,0,0,2,2,1,0, 
0,1,0,0,10,0,59,0,18,5,9,4,0,0,4,5,5,0, 
11,1,9,2,28,0,3,0,32,8,9,3,0,0,8,12,12,0, 
0,2,0,0,1,0,0,1,16,2,17,0,0,0,1,4,6,0, 
6,3,1,5,6,0,4,4,30,4,43,4,0,0,4,18,9,0, 
2,1,1,2,3,0,2,0,25,3,0,1,0,0,2,11,6,0, 
3,1,0,3,6,0,2,7,54,4,31,2,0,0,4,25,17,0, 
15,1,3,12,36,0,5,0,110,9,0,4,2,0,7,59,14,0, 
3,1,0,3,0,0,0,1,8,1,56,0,0,0,1,8,1,0, 
0,1,0,0,1,0,2,0,6,2,0,2,0,0,2,2,1,0, 
0,1,0,0,0,6,0,0,2,1,0,0,0,0,0,1,1,0, 
9,2,0,9,0,0,0,1,62,1,4,0,0,0,0,31,2,1, 
2,1,0,2,1,0,0,0,13,2,0,0,0,0,2,8,4,0, 
25,1,18,7,28,11,1,0,78,8,9,0,0,0,4,52,25,0, 
1,1,1,0,15,1,2,0,32,6,9,0,0,2,6,9,12,0, 
5,2,2,3,10,0,0,1,142,5,17,0,1,0,3,54,29,0, 
0,1,0,0,171,0,7,0,57,19,9,1,0,0,19,21,19,0, 
3,1,2,1,1,0,0,0,6,2,9,0,0,0,2,3,4,0, 
3,1,3,0,1,0,1,0,3,2,0,0,0,0,2,3,1,0, 
147,1,145,2,21,0,0,0,21,7,9,0,0,0,7,15,7,0, 
8,2,2,7,15,0,0,0,33,6,75,0,0,0,6,28,11,0, 
0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,1,1,0, 
12,3,1,12,28,0,5,4,75,8,43,4,1,0,7,42,17,0, 
2,1,1,1,1,0,2,0,9,2,9,2,1,0,1,3,2,0, 
0,1,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,1, 
2,1,2,0,6,0,3,0,13,4,18,3,0,0,3,5,4,0, 
5,4,0,5,28,0,3,0,49,8,21,3,0,0,7,21,11,0, 
13,1,3,10,10,0,6,0,41,5,9,5,1,1,4,27,8,0, 
4,1,0,4,21,0,0,0,34,7,10,0,0,0,7,18,10,0, 
5,2,2,3,1,0,1,1,34,2,17,1,0,0,1,15,10,0, 
1,2,0,1,0,0,0,1,13,1,2,0,0,0,0,8,4,1, 
22,2,1,21,120,0,1,0,120,16,31,1,0,0,16,80,37,0, 
14,1,6,9,105,1,7,0,164,15,0,7,1,0,12,60,26,0, 
1,1,0,1,1,0,0,0,10,2,0,0,0,0,2,4,3,0, 
3,1,1,2,3,0,3,0,57,3,0,3,0,0,3,8,6,0, 
4,2,0,4,10,0,4,3,23,5,14,4,0,0,5,16,6,0, 
9,2,1,8,6,0,0,4,98,4,20,0,1,0,1,58,14,1, 
3,1,1,3,3,0,6,0,40,3,9,3,2,0,1,21,5,1, 
1,1,0,1,0,0,0,0,3,1,10,0,0,0,1,3,1,0, 
7,1,5,2,21,0,12,0,47,7,9,2,0,0,7,17,15,0, 
2,2,2,1,3,0,2,9,12,3,30,2,0,0,3,8,3,0, 
11,1,1,10,15,0,8,0,56,6,9,8,4,0,2,42,17,0, 
0,1,0,0,0,0,4,0,3,1,0,1,0,3,1,2,1,0, 
24,1,20,4,465,0,12,0,136,31,18,12,0,0,31,52,38,0, 
14,1,0,14,28,0,11,0,194,8,9,11,0,0,8,90,32,0, 
0,3,0,0,0,0,1,0,3,1,27,1,0,0,1,1,1,0, 
34,1,3,31,300,0,13,0,359,25,10,13,19,0,6,249,59,0, 
6,1,1,5,66,0,2,0,84,12,17,1,0,0,12,32,17,0, 
40,1,38,2,10,0,2,0,51,5,9,2,0,0,5,12,18,0, 
9,2,2,7,3,0,1,0,32,3,11,1,0,0,3,22,7,0, 
9,1,1,8,153,0,11,0,205,18,0,10,4,0,12,55,27,0, 
9,1,4,5,210,2,6,16,106,21,35,1,1,0,16,59,37,1, 
1,1,0,1,1,0,1,0,9,2,18,1,0,0,2,3,3,0, 
16,1,7,10,136,0,32,0,141,17,18,9,3,0,14,70,34,0, 
9,1,2,7,15,0,6,0,70,6,9,6,0,0,6,25,13,0, 
16,1,1,16,66,0,6,0,132,12,0,6,3,0,9,63,22,1, 
16,1,6,11,465,0,20,0,166,31,9,20,3,0,28,67,49,2, 
1,1,0,1,0,0,2,0,23,1,0,2,0,0,1,4,4,0, 
0,3,0,0,3,0,0,19,22,3,76,0,0,0,1,3,11,0, 
24,1,15,9,36,0,7,0,79,9,9,7,1,0,8,34,11,0, 
0,1,0,0,1,0,10,0,26,2,0,9,0,0,2,8,9,0, 
1,1,0,1,0,0,0,0,25,1,9,0,0,0,1,8,3,0, 
26,2,2,24,28,1,8,0,189,8,3,7,5,0,3,112,27,0, 
4,2,1,3,3,0,0,1,80,3,17,0,1,0,1,19,15,0, 
0,3,0,0,0,0,0,8,3,1,29,0,0,0,1,1,1,0, 
1,1,0,1,6,0,1,0,16,4,9,1,0,0,4,7,4,0, 
9,1,6,3,28,0,2,0,263,8,9,2,6,0,2,112,85,0, 
0,2,0,0,0,0,0,0,4,1,4,0,0,0,1,1,1,0, 
20,1,2,19,136,0,7,0,170,17,0,7,2,0,15,94,25,0, 
19,1,4,17,66,0,7,0,143,12,9,7,2,0,10,71,31,0, 
2,1,1,2,91,0,3,0,190,14,0,3,4,0,7,49,22,0, 
8,1,0,8,91,0,18,0,140,14,9,2,0,0,14,59,19,0, 
1,1,0,1,15,0,5,0,33,6,0,1,1,0,3,14,11,0, 
10,1,4,6,91,1,4,0,99,14,9,4,2,0,10,52,20,0, 
6,1,0,6,120,0,8,0,98,16,18,8,0,0,16,46,49,0, 
16,1,6,11,66,0,5,0,161,12,9,5,5,0,7,66,24,0, 
3,1,0,3,3,0,2,0,37,3,9,1,2,1,1,21,5,0, 
5,2,1,4,231,0,11,0,121,22,37,11,0,0,22,54,51,0, 
6,1,1,5,66,1,6,0,82,12,18,6,0,0,12,38,38,0, 
1,1,1,0,0,0,6,0,8,1,9,0,0,6,1,1,1,0, 
1,2,1,0,6,0,0,1,32,4,17,0,0,0,1,8,5,0, 
1,1,1,0,6,0,2,0,13,4,9,2,0,0,4,6,4,1, 
13,3,1,12,6,0,5,4,103,4,43,2,0,0,4,48,25,0, 
10,1,4,7,36,0,4,0,63,9,9,3,1,0,8,37,19,0, 
4,1,1,3,15,0,7,0,48,6,14,0,0,0,6,24,11,0, 
3,1,3,0,1,0,1,0,6,2,0,0,0,0,2,3,2,0, 
5,1,1,4,55,3,1,0,57,11,13,0,0,0,9,38,13,0, 
22,1,15,7,45,0,3,0,100,10,9,3,0,0,10,62,24,0, 
7,1,2,6,3,0,0,0,33,3,9,0,1,0,2,17,9,0, 
0,1,0,0,0,0,52,0,3,1,0,1,0,51,1,2,1,0, 
3,1,2,1,6,0,1,0,17,4,9,1,0,0,4,10,5,0, 
3,2,1,2,15,0,1,0,25,6,15,1,0,0,6,10,8,0, 
6,1,2,4,3,0,0,0,30,3,0,0,0,0,3,9,9,0, 
1,1,0,1,15,0,1,0,18,6,9,1,0,0,6,10,7,0, 
11,1,1,10,91,0,5,0,122,14,0,5,0,0,14,51,33,0, 
1,2,0,1,3,0,1,0,9,3,19,1,0,0,2,4,3,0, 
60,1,54,10,120,0,11,0,115,16,0,10,3,0,13,58,27,1, 
0,1,0,0,1,0,0,0,10,2,18,0,0,0,2,3,4,0, 
13,2,1,12,6,0,0,0,70,4,15,0,1,0,3,34,15,0, 
44,1,24,21,703,0,41,0,385,38,0,25,3,2,34,168,69,1, 
15,1,5,10,45,0,7,0,251,10,0,7,3,0,5,67,38,2, 
2,2,1,1,15,0,1,0,14,6,13,1,0,0,6,7,5,0, 
6,1,4,2,105,0,6,0,58,15,16,5,0,1,15,21,17,0, 
19,2,7,12,496,0,16,0,347,32,32,16,12,0,20,155,61,1, 
2,3,1,1,15,0,0,1,26,6,13,0,0,0,3,9,8,0, 
6,2,1,5,3,0,6,8,37,3,22,6,0,0,3,22,11,0, 
4,1,1,3,10,0,1,0,34,5,0,1,2,0,3,18,5,0, 
4,1,1,3,45,0,13,0,78,10,0,12,0,0,10,22,25,0, 
6,2,1,5,21,0,8,3,197,7,24,2,0,6,7,75,26,0, 
4,1,4,0,1,0,11,0,38,2,9,0,0,0,2,2,3,0, 
11,1,0,11,1,0,0,0,51,2,0,0,1,0,1,29,10,1, 
23,2,15,11,1830,2,29,4,505,61,10,20,1,1,43,223,108,0, 
1,1,1,0,1,0,1,0,6,2,0,0,0,0,2,3,2,0, 
0,1,0,0,0,0,8,0,3,1,0,1,0,7,1,2,1,0, 
0,1,0,0,1,0,0,0,7,2,0,0,0,0,2,3,2,0, 
6,1,0,6,3,0,2,0,108,3,9,2,0,0,3,42,16,0, 
1,2,1,0,6,0,1,0,12,4,22,1,0,0,1,5,4,0, 
1,1,1,0,1,0,0,0,6,2,0,0,0,0,2,3,2,0, 
2,1,0,2,0,0,0,0,24,1,9,0,0,0,1,8,3,0, 
9,1,1,9,21,0,10,0,217,7,9,10,4,0,2,49,63,0, 
26,1,5,26,120,0,20,0,258,16,10,14,2,0,7,98,26,1, 
8,1,6,2,1,0,0,0,31,2,0,0,0,0,2,15,14,0, 
14,3,0,14,36,0,0,1,126,9,31,0,2,0,4,71,16,0, 
3,2,0,3,3,0,3,0,45,3,16,3,0,0,3,19,11,0, 
4,1,1,3,15,0,4,0,29,6,0,3,0,0,6,14,7,0, 
3,1,2,1,1,1,0,0,6,2,9,0,0,0,2,4,2,0, 
3,1,0,3,105,0,0,0,51,15,9,0,0,0,15,27,17,0, 
5,1,1,4,28,0,9,0,228,8,51,9,1,0,7,65,48,0, 
38,1,26,12,3160,0,38,0,345,80,18,38,0,0,80,137,115,0, 
15,1,3,12,10,0,0,0,137,5,9,0,1,0,4,74,24,1, 
2,1,1,1,3,0,1,0,23,3,0,1,0,0,3,19,7,0, 
1,2,1,0,1,0,0,0,3,2,10,0,0,0,2,2,1,0, 
6,1,1,5,21,0,3,3,186,7,125,3,0,0,4,41,32,0, 
13,1,9,4,36,0,14,0,54,9,0,1,1,0,8,28,15,2, 
9,1,3,6,231,2,20,0,404,22,0,19,5,0,9,86,54,1, 
3,5,1,2,10,0,0,5,21,5,53,0,0,0,1,11,7,0, 
0,1,0,0,0,0,1,0,3,1,25,1,0,0,1,1,1,0, 
2,1,1,1,6,0,3,0,14,4,18,3,0,0,4,6,5,0, 
1,1,0,1,0,0,3,0,31,1,9,3,0,0,1,3,4,0, 
23,2,8,15,136,0,10,13,672,17,95,1,3,0,1,197,53,0, 
3,1,2,1,1,0,0,0,4,2,9,0,0,0,2,4,1,0, 
3,2,1,2,171,0,7,0,97,19,2,7,0,0,19,40,26,0, 
3,1,0,3,10,0,1,0,25,5,0,1,0,0,5,14,8,0, 
2,2,0,2,10,0,1,0,95,5,12,1,3,0,2,17,26,0, 
2,3,0,2,91,0,7,0,82,14,52,7,0,0,14,35,39,0, 
27,1,16,11,136,0,5,0,159,17,12,5,3,0,14,79,29,1, 
39,1,16,23,36,3,4,0,238,9,0,4,3,0,6,106,83,1, 
37,1,24,14,325,0,2,0,211,26,9,2,6,0,20,112,33,1, 
18,1,6,12,120,0,8,0,147,16,0,7,8,0,8,62,23,1, 
11,1,2,9,15,0,9,0,32,6,19,9,0,0,6,21,7,0, 
11,3,1,10,15,0,5,4,115,6,43,4,2,0,4,57,32,0, 
14,2,2,12,15,0,0,0,61,6,13,0,1,0,5,44,10,0, 
0,1,0,0,0,0,2,0,3,1,0,1,0,1,1,2,1,0, 
0,2,0,0,21,0,0,0,21,7,16,0,0,0,7,8,7,0, 
0,1,0,0,1,0,2,0,22,2,9,0,0,0,2,5,7,0, 
38,1,4,35,351,0,9,0,488,27,0,9,13,0,8,218,103,2, 
10,1,2,8,21,0,4,0,100,7,15,4,0,0,7,31,7,0, 
1,1,0,1,0,0,0,0,4,1,0,0,0,0,1,3,1,0, 
6,1,6,0,190,2,0,0,0,20,9,0,0,0,20,20,0,0, 
0,1,0,0,6,2,0,0,8,4,13,0,0,0,4,4,4,0, 
3,1,0,3,10,1,0,0,57,5,9,0,0,0,0,17,6,0, 
2,1,0,2,0,0,2,0,8,1,0,2,0,0,1,4,1,0, 
2,1,2,0,6,1,2,0,17,4,9,1,0,1,3,8,5,0, 
12,1,2,10,21,0,6,0,123,7,9,6,5,0,2,54,22,2, 
3,1,1,2,15,0,5,0,47,6,0,5,0,0,3,16,10,0, 
8,3,1,7,6,0,4,4,62,4,43,2,0,0,4,32,13,0, 
5,1,0,5,0,0,1,0,27,1,0,1,0,0,1,11,4,0, 
1,1,1,1,1,0,2,0,12,2,0,1,0,0,2,6,3,0, 
1,1,1,0,21,0,2,1,22,7,14,2,0,0,7,10,7,0, 
3,2,1,2,1,1,4,1,14,2,24,0,0,0,2,11,4,0, 
10,1,0,10,6,0,1,0,55,4,0,0,0,0,3,36,9,0, 
2,1,0,2,1,0,0,0,6,2,0,0,0,0,2,4,2,0, 
2,1,1,2,1,0,3,0,13,2,0,3,0,0,2,5,3,0, 
4,2,0,4,10,0,7,3,21,5,14,7,0,0,5,13,5,0, 
5,2,0,5,0,0,0,1,12,1,2,0,0,0,0,7,2,0, 
1,4,0,1,15,0,3,0,38,6,71,3,0,0,6,10,11,0, 
1,1,1,0,15,0,3,1,15,6,14,0,0,3,6,7,5,0, 
32,1,24,9,325,0,18,0,209,26,0,10,4,0,22,92,36,1, 
4,1,2,2,15,0,1,0,55,6,9,0,0,1,6,33,10,0, 
31,1,19,14,153,0,11,0,257,18,0,9,0,0,16,107,62,3, 
3,2,1,2,10,0,1,0,27,5,7,1,0,0,4,11,6,1, 
4,1,1,3,15,0,3,0,36,6,0,2,1,0,5,18,12,0, 
6,1,6,0,28,0,2,0,50,8,9,1,0,1,8,28,11,0, 
2,4,1,1,28,0,1,0,28,8,21,1,0,0,8,12,8,0, 
3,1,0,3,6,0,1,0,24,4,0,0,0,0,2,10,9,0, 
20,1,2,18,36,0,7,0,291,9,0,6,4,0,4,73,26,0, 
12,1,6,6,630,0,7,0,326,36,0,6,11,0,20,108,61,0, 
6,2,1,5,3,0,9,8,49,3,22,9,0,0,3,30,17,0, 
1,2,1,0,1,0,0,1,18,2,17,0,0,0,0,7,6,0, 
5,2,1,4,3,0,1,0,18,3,18,1,0,0,2,9,5,0, 
4,1,0,4,0,0,1,0,41,1,9,0,0,1,1,13,5,0, 
3,2,1,2,10,1,1,0,34,5,32,1,0,0,4,23,5,0, 
4,1,1,3,28,0,2,0,35,8,0,1,0,0,8,25,10,0, 
2,1,2,0,15,0,3,0,65,6,9,3,1,0,4,23,15,0, 
8,2,5,3,28,0,3,0,31,8,36,3,1,0,6,18,10,0, 
14,1,1,13,78,1,3,0,565,13,0,0,5,1,3,172,124,0, 
2,1,2,0,1,3,0,0,0,2,9,0,0,0,2,2,0,0, 
2,1,1,1,1,0,0,0,12,2,9,0,0,0,2,10,7,0, 
5,1,2,3,1,0,2,0,51,2,9,1,0,0,2,22,10,0, 
2,2,2,0,15,0,1,2,19,6,18,1,0,0,6,6,6,0, 
5,1,4,1,6,3,2,0,14,4,18,2,0,0,4,5,5,0, 
0,1,0,0,1,0,1,0,28,2,18,1,0,0,2,3,7,0, 
1,3,0,1,0,0,0,0,3,1,14,0,0,0,0,2,1,0, 
3,1,1,2,21,0,1,0,71,7,9,1,0,0,7,30,10,0, 
0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0, 
1,1,1,0,10,2,0,0,12,5,13,0,0,0,5,5,4,0, 
2,1,0,2,10,0,1,0,41,5,0,0,1,0,4,14,9,0, 
3,2,0,3,55,0,1,1,41,11,23,0,0,0,11,18,13,0, 
6,1,0,6,3,0,2,0,82,3,9,2,0,0,3,42,16,0, 
2,1,1,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1, 
2,2,1,1,6,0,1,0,9,4,22,1,0,0,1,5,3,1, 
10,2,0,10,15,0,1,0,48,6,13,1,1,0,5,29,6,0, 
13,2,2,11,45,0,0,0,142,10,11,0,4,0,5,57,50,0, 
2,1,1,1,171,1,17,0,212,19,0,17,0,0,3,83,34,0, 
3,1,2,1,3,1,0,0,25,3,32,0,0,0,3,8,7,0, 
13,1,2,11,36,0,2,0,127,9,9,2,1,0,8,51,21,0, 
3,1,1,2,28,0,4,0,134,8,9,4,3,0,5,29,25,0, 
2,1,0,2,0,0,0,0,9,1,0,0,1,0,0,5,2,0, 
3,2,0,3,6,0,1,0,13,4,17,0,0,0,0,8,4,0, 
3,1,0,3,78,1,4,4,127,13,66,0,2,4,8,83,33,0, 
